index,id,research_title,initiation_date,status,has_result,locations,organization
110,NCT05198063,"To Evaluate the Immunogenicity and Safety of Booster Immunization 6 Months After the Completion of Basic Immunization of Recombinant Novel Coronavirus Vaccine (CHO Cell) in People 18 Years Old and Above",2022-01-10,COMPLETED,0,China,"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd."
111,NCT04969263,"Immunogenicity of a Third Dose of Either the Moderna COVID-19 Vaccine or Pfizer-BioNTech COVID-19 Vaccine in Kidney Transplant Recipients Who Failed to Respond After Two Previous Doses",2021-08-10,COMPLETED,1,"United States","National Institute of Allergy and Infectious Diseases (NIAID)"
112,NCT04852822,"Multicenter Evaluation of SARS-CoV-2 Vaccines in Patients With CLL/SLL",2021-03-18,ACTIVENOTRECRUITING,0,"United States","University of Washington"
113,NCT04880122,"Comparison of Dried Blood Spots and Venous Blood for the Detection of SARS-CoV-2 2 Antibodies in a Population of Nursing Home Residents.",2020-08-01,COMPLETED,0,Belgium,"University Ghent"
114,NCT04993586,"A Randomized, Open-label, Uncontrolled, Phase I/II Study to Assess Safety and Immunogenicity of Two or Three Dosing of Intramuscular/Intradermal AG0302-COVID19",2021-07-29,COMPLETED,0,Japan,"AnGes, Inc."
115,NCT04346186,"COVID-19: Investigation of Transmission and Immunisation Among Hospital Staff",2020-04-15,COMPLETED,0,Denmark,"Herlev Hospital"
116,NCT05534035,"A Phase III, Randomized, Observer-Blind Study to Evaluate the Safety and Superiority in Immunogenicity of PTX-COVID19-B Administered as Booster Vaccination Compared to Vaxzevria® in Adults Aged 18 Years and Older Who Were Previously Vaccinated With Vaxzevria®",2023-02-03,NOTYETRECRUITING,0,"","Everest Medicines (Singapore) Pte. Ltd."
117,NCT04894435,"Immunogenicity and Adverse Events Following Immunization (AEFI) With Alternate Schedules of COVID-19 Vaccines in Canada: is ""Mix and Match"" of the Second Dose (MOSAIC-1;CT24a) and Additional Doses (MOSAIC-2 and MOSAIC-3;CT24b and CT24c) Safe and Immunogenic?",2021-05-20,ACTIVENOTRECRUITING,0,Canada,"Canadian Immunization Research Network"
118,NCT05477186,"A Phase 1, Open-label, Safety and Immunogenicity Study of a Booster Dose of the Investigational CV0501 mRNA COVID-19 Vaccine in Adults at Least 18 Years Old",2022-08-12,COMPLETED,0,"United States,Philippines,Australia",GlaxoSmithKline
119,NCT05082935,"Optimizing SARS-CoV-2 Testing and Promotores Interventions to Serve Latinx Communities",2021-09-15,COMPLETED,0,"United States","University of Oregon"
120,NCT04646239,"Determining Biomarkers of Trained Immunity in a Randomized Controlled Trial of the Measles, Mumps, and Rubella Vaccine - a Sub-study of the CROWN CORONATION Trial",2020-12-17,COMPLETED,0,"United States","Washington University School of Medicine"
121,NCT05000216,"Booster Effects With Autoimmune Treatments in Patients With Poor Response to Initial COVID-19 Vaccine (ACV01)",2021-08-13,COMPLETED,0,"United States","National Institute of Allergy and Infectious Diseases (NIAID)"
122,NCT04932824,"A Long-term Follow-up Study to the Phase 1 Study in Healthy Volunteers to Evaluate the Safety and Immunogenicity of SCB-2019, a Recombinant SARS-CoV-2 Trimeric S-Protein Subunit Vaccine for COVID-19",2021-01-19,COMPLETED,0,Australia,"Clover Biopharmaceuticals AUS Pty Ltd"
123,NCT04417335,"Reducing Hospital Admission of Elderly in SARS-CoV-2 Pandemic Via the Induction of Trained Immunity by Bacillus Calmette-Guérin Vaccination, a Randomized Controlled Trial",2020-04-16,UNKNOWN,0,Netherlands,"Radboud University Medical Center"
124,NCT04877496,"Registry Study for COVID19 Vaccination Efficacy in Patients With a Treatment History of Rituximab.",2021-04-26,UNKNOWN,0,Switzerland,"Insel Gruppe AG, University Hospital Bern"
125,NCT04564716,"Сlinical Trial of Efficacy, Safety and Immunogenicity of Combined Vector Vaccine Gam-COVID-Vac in SARS-СoV-2 Infection Prophylactic Treatment in Republic of Belarus",2020-09-28,UNKNOWN,0,Belarus,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation"
126,NCT04530396,"Randomized Double-blind Placebo-controlled Multi-center Clinical Trial in Parallel Assignment of Efficacy, Safety, and Immunogenicity of Gam-COVID-Vac Combined Vector Vaccine in SARS-СoV-2 Infection Prophylactic Treatment",2020-09-07,UNKNOWN,0,"Russian Federation","Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation"
127,NCT05587868,"Karakteristik Dan Pengaruh Vaksinasi COVID-19 Terhadap Klinis Dan Kualitas Hidup Pasien Long COVID di RSUPN Dr. Cipto Mangunkusumo",2022-03-11,RECRUITING,0,Indonesia,"Indonesia University"
128,NCT05715944,"Open-Label, Single-Arm, Phase 3b Study of the Incidence of Severe COVID-19 and Adverse Events Following AZD1222 COVID-19 Vaccination in Botswana Against SARS-CoV-2, AZD1222 - ESR-21-21311",2021-09-15,COMPLETED,0,Botswana,"Botswana Harvard AIDS Institute Partnership"
129,NCT04962308,"An Open-label,Phase Ⅳ Clinical Trial to Evaluate the Immunogenicity and Safety of the Inactivated SARS-CoV-2 Vaccine (Vero Cell) in Healthy Population Aged From 18 to 59 Years.",2021-06-19,UNKNOWN,0,China,"Sinovac Biotech Co., Ltd"
130,NCT05031468,"Observational, Prospective Cohort Study of the Immunogenicity and Safety of SARS-CoV-2 Vaccines Administered During Pregnancy or Postpartum and Evaluation of Antibody Transfer and Durability in Infants",2021-07-06,COMPLETED,0,"United States","Emory University"
131,NCT06130410,"COMIRNATY Intramuscular Injection for 6 Months to 4 Years Old (Monovalent: Omicron XBB.1.5) Special Investigation for Booster Immunization in Children Aged 6 Months to 4 Years",2024-03-06,ACTIVENOTRECRUITING,0,Japan,Pfizer
132,NCT05023512,"Together Researching Understanding, Solidarity, and Trust Around COVID - TRUST Study",2021-10-28,WITHDRAWN,0,"","University of Massachusetts, Worcester"
133,NCT04834401,"Evaluating the Effect of Disease Modifying Therapy on Antibody Response to COVID19 Vaccination in People With Multiple Sclerosis",2021-03-22,COMPLETED,0,"United States","St. Barnabas Medical Center"
134,NCT04380701,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of Four Prophylactic SARS-CoV-2 RNA Vaccines Against COVID-2019 Using Different Dosing Regimens in Healthy and Immunocompromised Adults",2020-04-23,UNKNOWN,0,Germany,"BioNTech SE"
135,NCT05087368,"An Observer-blinded, Randomized, Controlled, Phase 2 Study to Evaluate the Immunogenicity and Safety of Heterologous and Homologous Boosting With ChAdOx1-S and CoronaVac COVID-19 Vaccines or One Formulation of Clover Adjuvanted Recombinant SARS-CoV-2 Trimeric S-protein Subunit Vaccine (SCB-2019) Determined in a lead-in Formulation Finding in Healthy Adults.",2021-12-01,UNKNOWN,0,Brazil,"D'Or Institute for Research and Education"
136,NCT05043168,"Kidney Histopathological Features in Patients After COVID-19 and SARS-CoV-2 Vaccination",2021-09-18,COMPLETED,0,Germany,"University of Giessen"
137,NCT04468958,"A Phase 1, Randomized, Double-Blind, Placebo-Controlled, Single and Multiple Ascending Dose Study of SAB-185 in Healthy Subjects",2020-07-01,COMPLETED,0,"United States","SAb Biotherapeutics, Inc."
138,NCT05602558,"A Randomized, Double-blinded, Placebo-controlled Phase II/III Clinical Trial to Evaluate the Efficacy, Safety and Immunogenicity of a Recombinant SARS-CoV-2 Vaccine (CHO Cell) LYB001 as Booster Vaccination in Adults 18 Years of Age or Older Completed Two-dose or Three-dose Inactivated COVID-19 Vaccine",2022-12,NOTYETRECRUITING,0,"","Yantai Patronus Biotech Co., Ltd."
139,NCT04869358,"Tracking the Immune Response to SARS-CoV-2 modRNA Vaccines in an Open-label Multicenter Study in Participants With Relapsing Multiple Sclerosis Treated With Ofatumumab s.c. (KYRIOS)",2021-05-27,COMPLETED,0,Germany,Novartis
140,NCT04665258,"Corona Virus Disease 19 (COVID-19) Vaccine and Impact on Fertility Study",2020-12-14,WITHDRAWN,0,"","University of Miami"
141,NCT05268458,"Myocarditis After SARS-CoV2-Vaccination: An International Patient Registry on Clinical Manifestations and Outcomes",2021-11-12,UNKNOWN,0,Germany,"Theresien Hospital Mannheim"
142,NCT05960058,"Acceptance and Effectiveness of SARS-COV-2 Vaccination in Systemic Sclerosis Patients Treated by Autologous Hematopoietic Stem Cell Transplantation",2023-07,NOTYETRECRUITING,0,"","Assistance Publique - Hôpitaux de Paris"
143,NCT05249816,"An Observer-Blinded Phase 3 Study to Evaluate the Safety and Immunogenicity of a Single Booster of the NVX-CoV2373 Vaccine in Adults Previously Vaccinated With the BBIBP-CorV Vaccine",2022-03-18,COMPLETED,0,"United Arab Emirates","Cogna Technology Solutions LLC"
144,NCT05021016,"An Open Study of the Safety, Reactogenicity and Immunogenicity of the Vaccine Based on Peptide Antigens for the Prevention of COVID-19 (EpiVacCorona), With the Involvement of Volunteers Aged 60 Years and Above (Phase III-IV)",2020-11-19,COMPLETED,0,"Russian Federation","Federal Budgetary Research Institution State Research Center of Virology and Biotechnology ""Vector"""
145,NCT05501522,"A Phase III, Placebo-controlled, Randomized, Observer-blinded, Multi-national, Multi-center Study to Assess the Safety, Reactogenicity, and Immunogenicity of Heterologous Booster Vaccination of a SARS-CoV-2 Recombinant Protein Nanoparticle Vaccine (GBP510) Adjuvanted With AS03 in Adults Aged 18 Years and Older",2022-12-09,ACTIVENOTRECRUITING,0,"Nepal,Colombia","SK Bioscience Co., Ltd."
146,NCT05894525,"Cohort Survey on Acute Phase Safety in Persons With Underlying Diseases Considered to Be at High Risk of Severe COVID-19 by Using Vaccination Information",2022-11-15,COMPLETED,0,Japan,"ModernaTX, Inc."
147,NCT05743335,"A PHASE 1/2 STUDY TO ASSESS THE SAFETY AND IMMUNOGENICITY OF A BROADLY PROTECTIVE mRNA VACCINE JCXH-221 AGAINST SARS-CoV-2 INFECTION AND DISEASES",2023-03-20,RECRUITING,0,"United States","Immorna Biotherapeutics, Inc."
148,NCT04964024,"SaRS-Cov-2 Antibodies Following Exposure to COVID-19 and/or Vaccination in Nursing Homes",2021-07-15,COMPLETED,0,France,"Central Hospital, Nancy, France"
149,NCT05237024,"Monitoring of Physiologic Changes Associated With Immune System Activation Associated With Vaccination Against the SARS-CoV-2 Virus: Vaccine-Induced Inflammation Identification",2021-04-15,UNKNOWN,0,"United States,Canada","physIQ, Inc."
150,NCT04956224,"A Phase III, Open Label, Multicenter, Single Arm Study to Assess the Safety, Tolerability and Immunogenicity of VLA2001 in Volunteers Aged ≥ 56 Years.",2021-08-09,COMPLETED,0,"New Zealand","Valneva Austria GmbH"
151,NCT04362124,"Performance Evaluation of BCG Vaccination in Healthcare Personnel to Reduce the Severity of SARS-COV-2 Infection in Medellín, Colombia, 2020",2020-08,WITHDRAWN,0,Colombia,"Universidad de Antioquia"
152,NCT04672395,"A Double-blind, Randomized, Controlled, Phase 2/3 Study to Evaluate the Efficacy, Immunogenicity, and Safety of CpG 1018/Alum-Adjuvanted Recombinant SARS-CoV-2 Trimeric S-protein Subunit Vaccine (SCB-2019) for the Prevention of SARS-CoV-2- Mediated COVID-19 in Participants Aged 12 Years and Older",2021-03-24,COMPLETED,0,"Philippines,South Africa,Brazil,Colombia,Belgium","Clover Biopharmaceuticals AUS Pty Ltd"
153,NCT05028881,"Serological Responses to SARS-CoV-2 and Their Temporal Pattern in HIV Infected Persons",2020-05-16,ENROLLINGBYINVITATION,0,China,"Chinese University of Hong Kong"
154,NCT04944095,"Serology Testing (Antibody Levels) With Time Following SARS-CoV-2 (Covid-19) Vaccinations in Residents of Nursing, Extended Care, and Over-55 Communities",2021-08-10,RECRUITING,0,"United States","Boston Biopharm, Inc."
155,NCT05004181,"A Phase II Trial to Evaluate the Safety and Immunogenicity of SARS-CoV-2 Monovalent and Multivalent RNA-based Vaccines in Healthy Subjects",2021-08-25,COMPLETED,0,"South Africa,United States,Germany,Turkey","BioNTech SE"
156,NCT04944381,"a Voluntary, Investigator-initiated, Inactivated COVID-19 Vaccine Controlled Clinical Trial of COVID-19 mRNA Vaccine in Adults Aged 18 Years and Above",2021-07-02,UNKNOWN,0,"",ChineseAMS
157,NCT06435403,"SARS-CoV-2 Specific Antibody Responses and Impact for COVID-19 Disease in Health Care Worker and Community Members From Ethiopian Related to Natural SARS CoV-2 Infection and COVID-19 Vaccination",2022-11-10,RECRUITING,0,Ethiopia,"Ludwig-Maximilians - University of Munich"
158,NCT04715438,"Vaccination Against cOvid In CancEr",2021-01-08,ACTIVENOTRECRUITING,0,Netherlands,"University Medical Center Groningen"
159,NCT05387395,"Impact of COVID 19 Vaccination or Infection on Disease Activity in Radiologically Isolated Syndrome Cohort: the VaxiRIS Study",2022-05-31,COMPLETED,0,France,"Centre Hospitalier Universitaire de Nice"
160,NCT04560881,"Randomized, Double Blind, Placebo Parallel-controlled Phase III Clinical Trial to Evaluate the Efficacy, Immunogenicity and Safety of the Inactivated SARS-CoV-2 Vaccine (Vero Cell) in Argentine Healthy Population Aged Between 18 and 85 Years",2020-09-16,COMPLETED,0,Argentina,"Laboratorio Elea Phoenix S.A."
161,NCT05303402,"A Phase III, Open Label, Single Arm, Multi-centre, Trial to Assess the Immunogenicity and Safety of an Additional Dose Vaccination With a Recombinant Protein RBD Fusion Heterodimer Candidate (PHH-1V) Against SARS-CoV-2, in Adults With Pre-existing Immunosuppressive Conditions Vaccinated Against COVID-19",2022-05-12,COMPLETED,0,"Spain,Turkey","Hipra Scientific, S.L.U"
162,NCT04475302,"Study to Evaluate the Effectiveness of BCG Vaccine in Reducing Morbidity and Mortality in Elderly Individuals in COVID-19 Hotspots in India",2020-07-01,COMPLETED,0,India,"Tuberculosis Research Centre, India"
163,NCT04652102,"COVID-19: A Phase 2b/3, Randomized, Observer-Blinded, Placebo-Controlled, Multicenter Clinical Study Evaluating the Efficacy and Safety of Investigational SARS-CoV-2 mRNA Vaccine CVnCoV in Adults 18 Years of Age and Older",2020-12-11,COMPLETED,1,"Argentina,Dominican Republic,Peru,Netherlands,Germany,Panama,Mexico,Colombia,Spain,Belgium",CureVac
164,NCT05046002,"COVID-19 Vaccine-induced Inflammatory Heart Disease Prevalence Registry (COVID-VIHPR)",2021-08-11,RECRUITING,0,Canada,"Ottawa Heart Institute Research Corporation"
165,NCT04468802,"Do Childhood Measles and DTaP Vaccination Decrease the Mortality Rate Caused by SARS CoV-2 in OECD Countries?",2020-02-01,COMPLETED,0,Turkey,"Kanuni Sultan Suleyman Training and Research Hospital"
166,NCT04978038,"Fourth Dose of Pfizer mRNA COVID-19 Vaccine in Residents of Long-Term Care Facilities",2022-08-01,UNKNOWN,0,Canada,"McMaster University"
167,NCT04863638,"A Immunobridging and Immunization Schedules Study of COVID-19 Vaccine (Vero Cell), Inactivated in Population Aged ≥ 60 Years Old and 3-17 Years Old Compared With That in Population Aged 18-59 Years Old",2021-04-29,ACTIVENOTRECRUITING,0,China,"China National Biotec Group Company Limited"
168,NCT04969250,"SARS-CoV-2 Vaccination Strategies in Previously Hospitalized and Recovered COVID-19 Patients",2021-08-25,COMPLETED,1,"Nigeria,Switzerland,Singapore,Spain,United States,Uganda","National Institute of Allergy and Infectious Diseases (NIAID)"
169,NCT05359250,"Evaluation of Myocardial Dysfunction Due to mRNA-based SARS-CoV-2 Vaccines",2021-05-12,RECRUITING,0,"United States","University of Colorado, Denver"
170,NCT05153850,"Assessment of the Response to the Complete Vaccination Guidelines Against Sars-cov2 in Patients With Inflammatory Bowel Disease Under Inmunosuppressor Treatment",2022-01-01,UNKNOWN,0,Spain,"Fundación Pública Andaluza para la gestión de la Investigación en Sevilla"
171,NCT05188469,"A Phase I/IIa (Multi-center, Open-label, Phase I and Multi-center, Open-label, Phase IIa ) Study to Assess the Safety, Tolerability and Explore the Immunogenicity of EG-COVID and EG-COVARo in Healthy Adult Volunteers",2022-03-22,ACTIVENOTRECRUITING,0,Australia,"EyeGene Inc."
172,NCT04830046,"Covid-19 Vaccine Responsiveness in Patients With Multiple Myeloma and Waldenstrom's Macroglobulinemia",2021-09,UNKNOWN,0,"United States","Massachusetts General Hospital"
173,NCT05633446,"A Phase I-II, Double-blind, Randomized, Placebo-controlled Study of a T Cell Priming Next-generation Vaccine Against Coronavirus Disease in Healthy Adults",2023-05-23,NOTYETRECRUITING,0,Philippines,"Emergex Vaccines Holding Ltd."
174,NCT05228912,"Analysis of Immunization Time, Amplitude and Adverse Events of 7 Different Vaccines Against SARS-COV-2 Across 4 Countries",2021-02-26,COMPLETED,0,Mexico,"Hospital Clinica Nova"
175,NCT05234346,"An Open-Label, Pilot Study to Evaluate the Safety, Tolerability, and Efficacy of 5-ALA-Phosphate + SFC as an Immune System Enhancer Along With Vaccination Against SARS-CoV-2 Virus Infection",2022-03-15,COMPLETED,0,India,"Vedic Lifesciences Pvt. Ltd."
176,NCT04702295,"COVID Vaccination in Rare and Complex Connective Tissue Diseases: ERN ReCONNET Multicentre Prospective Cohort Study",2021-02,UNKNOWN,0,"","University of Pisa"
177,NCT04939350,"Evaluation of the Vaccination Coverage in a Prospective Cohort of Cirrhotic Patients Followed in the General Hospitals in France in 2021 and in 2022.",2021-09-27,COMPLETED,0,France,"Centre Hospitalier Sud Francilien"
178,NCT05367895,"Effectiveness of CoronaVac® First Booster Dose for Preventing Symptomatic Acute Respiratory Infection Caused by SARS-CoV-2 Virus in Adults in São Paulo City, Brazil: a Retrospective Test-negative Case-control Study",2022-07-30,UNKNOWN,0,Brazil,"Sinovac Biotech Co., Ltd"
179,NCT05175950,"A Placebo-controlled, Randomized, Observer-blinded, Multi-center Study to Assess the Safety, Reactogenicity, and Immunogenicity of Booster Vaccination of A SARS-CoV-2 Recombinant Protein Nanoparticle Vaccine (GBP510)",2022-01-24,ACTIVENOTRECRUITING,0,"Korea, Republic of","Korea University Guro Hospital"
180,NCT04905823,"Effect of SARSCoV2 Vaccination in Type 1 Diabetes (CoVaxT1D)",2021-03-31,COMPLETED,0,Italy,"University of Milan"
181,NCT04970550,"Vaccination Against SARS-Cov2 in Chronic Inflammatory Rheumatism and Factors Determining Its Decision.",2021-06-01,COMPLETED,0,France,"Hopital Nord Franche-Comte"
182,NCT05855408,"Effectiveness of a Second COVID-19 Vaccine Booster in Chinese Adults Aged 18 Years or Above: a Multicenter, Parallel Groups, Partially Randomized, Open-label, Blank-controlled Adaptive Platform Trial",2023-05-18,NOTYETRECRUITING,0,China,"Jiangsu Province Centers for Disease Control and Prevention"
183,NCT04412538,"A Randomized, Double-blind, Placebo-controlled, Phase Ia/IIa Trial of an Inactivated SARS-CoV-2 Vaccine in Healthy People Aged 18 to 59 Years",2020-05-15,COMPLETED,0,China,"Institute of Medical Biology, Chinese Academy of Medical Sciences"
184,NCT05124223,"Analysis of Cardiac Damage Post Infection With SARS-CoV-2 and Post Vaccination Against COVID-19",2020-01-01,COMPLETED,0,Germany,"German Heart Institute"
185,NCT04799808,"Investigation of the Immune Response Before and After COVID-19 Disease or SARS-CoV-2 Vaccination in Dialysis Patients, Solid Organ Recipients and Medical Staff",2021-01-15,RECRUITING,0,Germany,"Technische Universität Dresden"
186,NCT04822012,"Anti COVID-19 Antibodies in Spermatic Fluid and Follicular Fluid",2021-03-01,UNKNOWN,0,Israel,"Meir Medical Center"
187,NCT06025812,"A Randomized, Double-blind, Active-controlled Clinical Study Evaluating the Immunogenicity and Safety of Omicron BA.4/5-Delta Recombinant Novel Coronavirus Protein Vaccine (CHO Cells) in People Aged 18 Years and Older With Different Immunization Programs",2023-09-20,NOTYETRECRUITING,0,"","Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd."
188,NCT05213455,"Booster Effect of mRNA Vaccine After Complete Vaccination With Sinos: an Observational Study",2022-01-01,UNKNOWN,0,Pakistan,"Lahore General Hospital"
189,NCT05126550,"The Immunogenicity, Safety, and Effectiveness of the SARS-CoV-2 Vaccine (Vero Cell) Inactivated in Adult Population Aged 18 Years Old and Above in Indonesia",2021-11-13,ACTIVENOTRECRUITING,0,Indonesia,"PT. Kimia Farma (Persero) Tbk"
190,NCT04924855,"Estimation of Dynamics of Humoral Immunity in COVID-19 Vaccined Health Care Workers",2021-07,UNKNOWN,0,Tunisia,"General Administration of Military Health, Tunisia"
191,NCT05025514,"Pharmaco-epidemiological Study of COVID 19 Vaccines in Patients Undergoing Immunotherapy for Cancer. A Retrospective Open Cohort Study.",2021-10-19,UNKNOWN,0,France,"Centre Hospitalier Universitaire de Nīmes"
192,NCT05895110,"To Evaluate the Immunogenicity and Safety of Sequentially Enhanced Recombinant Novel Coronavirus Vaccine (CHO Cells) in Patients Aged 3-17 Years After Completion of Two Doses of Novel Coronavirus Inactivated Vaccine",2022-04-29,COMPLETED,0,China,"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd."
193,NCT05367908,"Discoveries - Different Immunization Boosters for Covid-19: Effect on Response in Antibodies",2022-04-11,COMPLETED,0,"United States","ModernaTX, Inc."
194,NCT04930055,"Immune Responses in Oncology Patients to Novel Coronavirus Vaccines (IROC)",2021-06-30,TERMINATED,0,"United States","Indiana University"
195,NCT04384614,"Covid-19 In Tunisia: An Observational Cross-Sectional Registry Study Multicentric Study",2020-05-15,WITHDRAWN,0,Tunisia,"Direction des Soins de Santé de Base"
196,NCT05184114,"Clinical Significance of Subclinical Myocardial Involvement in Recovered COVID-19 Patients Using Cardiovascular Magnetic Resonance",2021-10-04,RECRUITING,0,"Hong Kong","The University of Hong Kong"
197,NCT05812014,"A Multi-center, Randomized, Blinded, Placebo-controlled, Phase 3 Clinical Study to Evaluate the Efficacy, Safety and Immunogenicity of SARS-CoV-2 Bivalent mRNA Vaccine (LVRNA021) as Booster in Participants Aged 18 Years and Older Who Completed Primary/1 Booster Dose(s) of SARS-CoV-2 Vaccination",2023-03-25,RECRUITING,0,Pakistan,"AIM Vaccine Co., Ltd."
198,NCT04917523,"Immunogenicity Non-inferiority Immuno-bridging Study of Inactivated SARS-CoV-2 Vaccine in Healthy Population Aged 3-17 Years Old vs Healthy Population Aged 18 Years Old and Above",2021-07-02,COMPLETED,0,"United Arab Emirates","China National Biotec Group Company Limited"
199,NCT06105346,"Prevalence Study of ENT-related Diseases in Conscripts at the Military Induction Board",2023-12-01,NOTYETRECRUITING,0,"","Medical University of Graz"
200,NCT04800146,"A Prospective Observational Study on the Immune-response to SARS-CoV-2 Vaccination in Cancer Patients - the IOSI-COVID-19-001 Study",2021-02-25,COMPLETED,0,Switzerland,"Oncology Institute of Southern Switzerland"
201,NCT04795414,"Safety and Immunogenicity of an Inactivated Vaccine Against COVID-19 in Medical Workers",2021-01-14,UNKNOWN,0,China,"Ruijin Hospital"
202,NCT04939155,"Measuring the DNA Methylation Effects From COVID-19 Infection and COVID-vaccinations",2021-03-10,UNKNOWN,0,"United States",TruDiagnostic
203,NCT05205096,"Study on the Immunogenicity and Safety of Booster Immunization of Recombinant Novel Coronavirus Vaccine (CHO Cells) After Inoculation With Two Doses of Inactivated Vaccine (CoronaVac) in People Over 18 Years Old",2021-11-10,COMPLETED,0,China,"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd."
204,NCT06199934,"Effectiveness of BNT162b2 Formulations Using State Vaccine Registry and Insurance Claims Data",2024-02-07,ACTIVENOTRECRUITING,0,"United States",Pfizer
205,NCT06038617,"A Prospective, Randomized, Open-label Clinical Trial to Assess the Safety of Simultaneous Vaccination With mRNA COVID-19 Vaccine and Other Vaccines in Young Children Aged 6 Months to <5 Years.",2023-10-30,RECRUITING,0,"United States","Duke University"
206,NCT06168019,"Influenza & COVID-19 Obstetric and Perinatal Epidemiology (ICOPE) Study in India",2023-12-26,RECRUITING,0,"United States,India","Boston University"
207,NCT04881396,"Response of Haemodialysis Patients to BNT162b2 mRNA Cov-19 Vaccine",2021-05-10,COMPLETED,0,France,"Hospices Civils de Lyon"
208,NCT05165719,"Validation of Specificity, Sensitivity, and Accuracy for an ELISpot-based In-vitro Diagnostic (IVD) Kit 'Corona-T-test' for Assessment of SARS-COV-2-specific T-cell Response",2021-07-07,COMPLETED,0,"Russian Federation","National Research Center for Hematology, Russia"
209,NCT04370119,"Screening for SARS-CoV-2-Infections and Monitoring of Serological Responses to SARS-CoV-2 in Healthcare Workers",2020-04-27,ACTIVENOTRECRUITING,0,Germany,"University Medicine Greifswald"
210,NCT05465863,"Humoral and Cellular İmmune Response to SARS-CoV-2 mRNA BNT162b2 Vaccine in Pediatric Kidney Transplant Recipients Compared to Dialysis Patients and Healthy Children",2021-09-01,COMPLETED,0,Turkey,"Istanbul University - Cerrahpasa (IUC)"
211,NCT04741386,"The Immune-response and Safety of COVID-19 Vaccination in Patients With Chronic Kidney Disease, on Dialysis, or Living With a Kidney Transplant - A Prospective, Controlled, Multicenter Cohort Study by the RECOVAC Consortium",2021-02-17,COMPLETED,0,Netherlands,"University Medical Center Groningen"
212,NCT06191341,"Consequences in ICU of Vaccination Status of Covid-19 Patients",2023-01-01,COMPLETED,0,France,"Centre Hospitalier Régional Metz-Thionville"
213,NCT05115617,"Pregnant and Lactating Individuals & Newborns COVID-19 Vaccination (PLAN-V): Prospective Cohort Study",2021-06-03,RECRUITING,0,Canada,"Ottawa Hospital Research Institute"
214,NCT04546841,"P-pVAC-SARS-CoV-2: Phase I Single-center Safety and Immunogenicity Trial of Multi-peptide Vaccination to Prevent COVID-19 Infection in Adults",2020-11-27,COMPLETED,0,Germany,"University Hospital Tuebingen"
215,NCT05341713,"Epileptic Seizure in Epilepsy Patients After First-dose Inactivated SARS-CoV-2 Vaccination: a Self-controlled Case Series Study",2022-01-01,COMPLETED,0,China,"Xijing Hospital"
216,NCT05903118,"A Phase I/II, Randomized, Blind, Placebo-Controlled Study to Evaluate the Safety and Immunogenicity of SARS-CoV-2 mRNA Vaccine (RBMRNA-176) in Healthy Adults Aged 18 Years and Older",2022-01-08,COMPLETED,0,China,"Argorna Pharmaceuticals Co., LTD"
217,NCT05273541,"Beijing 302 Hospital",2022-02-11,UNKNOWN,0,China,"Beijing 302 Hospital"
218,NCT05079217,"A Randomized, Double-Blinded Clinical Trial to Evaluate Additional Dose of Medium-dosage or High-dosage SARS-CoV-2 Inactivated Vaccine in Healthy Individuals Previously Vaccinated With CoronaVac",2021-12-17,UNKNOWN,0,China,"Sinovac Biotech Co., Ltd"
219,NCT05473936,"A Community Health Worker Intervention to Identify and Decrease Barriers to Pre-Procedural COVID 19 Testing Among Los Angeles County Department of Health Safety-Net Patients",2022-10-11,RECRUITING,0,"United States","Charles Drew University of Medicine and Science"
220,NCT04379336,"Reducing Morbidity and Mortality in Health Care Workers Exposed to SARS-CoV-2 by Enhancing Non-specific Immune Responses Through Bacillus Calmette-Guérin Vaccination, a Randomized Controlled Trial",2020-05-04,COMPLETED,0,"South Africa","TASK Applied Science"
221,NCT05839236,"COVID-19 Vaccination Detoxication in Low Density Lipoprotein Cholesterol",2023-05-01,ACTIVENOTRECRUITING,0,China,"Pachankis, Yang I., M.D."
222,NCT05069649,"Multicenter, Double-blind, Placebo-controlled, Randomized, Parallel-group Clinical Trial to Evaluate the Efficacy and Safety of Ergoferon as Non-specific COVID-19 Prevention During Vaccination Against SARS-CoV-2",2021-10-06,COMPLETED,0,"Russian Federation","Materia Medica Holding"
223,NCT04895449,"A Multi-center Phase Ib Trial to Assess the Safety, Tolerability and Immunogenicity of the Candidate Vaccine MVA-SARS-2-ST in Adults",2021-07-16,COMPLETED,0,Germany,"Universitätsklinikum Hamburg-Eppendorf"
224,NCT05324319,"Single Blinded Randomized Controlled Trial on BNT162b2 or mRNA-1273 (mRNA) vs Ad26COVS1 or ChAdOx1-S (Viral Vector) for Third Vaccination in Kidney Transplant Recipients Without SARS-CoV-2 Spike Protein Antibodies Following Full Vaccination",2021-06-15,UNKNOWN,0,Austria,"Medical University of Vienna"
